
A continuación se muestran las soluciones viables para el KUKA KR6

 Solución 3 

C_PTP PTP{E6AXIS: A1 14.302131, A2 -80.982308, A3 145.874073, A4 -73.165747, A5 87.540350, A6 -24.302700}
C_PTP PTP{E6AXIS: A1 7.026967, A2 -89.105086, A3 135.732158, A4 -46.898812, A5 59.366443, A6 -52.385281}
C_PTP PTP{E6AXIS: A1 5.569874, A2 -90.535742, A3 135.459139, A4 -41.122562, A5 56.546797, A6 -57.632702}
C_PTP PTP{E6AXIS: A1 4.276813, A2 -91.548258, A3 135.234123, A4 -36.297623, A5 54.679176, A6 -62.105285}
C_PTP PTP{E6AXIS: A1 3.093490, A2 -92.305559, A3 135.038981, A4 -32.109195, A5 53.371809, A6 -66.053834}
C_PTP PTP{E6AXIS: A1 1.991664, A2 -92.887515, A3 134.864453, A4 -28.395837, A5 52.433100, A6 -69.607454}
C_PTP PTP{E6AXIS: A1 0.955232, A2 -93.339736, A3 134.705160, A4 -25.064713, A5 51.754334, A6 -72.840679}
C_PTP PTP{E6AXIS: A1 -0.025592, A2 -93.691230, A3 134.557680, A4 -22.057936, A5 51.267050, A6 -75.800218}
C_PTP PTP{E6AXIS: A1 -0.957069, A2 -93.962022, A3 134.419678, A4 -19.336883, A5 50.924613, A6 -78.517456}
C_PTP PTP{E6AXIS: A1 -1.843393, A2 -94.166839, A3 134.289474, A4 -16.874141, A5 50.693298, A6 -81.014869}
C_PTP PTP{E6AXIS: A1 -2.687513, A2 -94.317060, A3 134.165805, A4 -14.649110, A5 50.547582, A6 -83.309538}
C_PTP PTP{E6AXIS: A1 -3.491597, A2 -94.421817, A3 134.047697, A4 -12.645495, A5 50.467490, A6 -85.415125}
C_PTP PTP{E6AXIS: A1 -4.257321, A2 -94.488654, A3 133.934380, A4 -10.849846, A5 50.437002, A6 -87.343033}
C_PTP PTP{E6AXIS: A1 -4.986040, A2 -94.523939, A3 133.825241, A4 -9.250693, A5 50.443058, A6 -89.103073}
C_PTP PTP{E6AXIS: A1 -5.678894, A2 -94.533134, A3 133.719792, A4 -7.838027, A5 50.474892, A6 -90.703865}
C_PTP PTP{E6AXIS: A1 -6.336878, A2 -94.520978, A3 133.617646, A4 -6.602987, A5 50.523576, A6 -92.153075}
C_PTP PTP{E6AXIS: A1 -6.960877, A2 -94.491615, A3 133.518503, A4 -5.537674, A5 50.581689, A6 -93.457555}
C_PTP PTP{E6AXIS: A1 -7.551699, A2 -94.448686, A3 133.422141, A4 -4.635025, A5 50.643071, A6 -94.623434}
C_PTP PTP{E6AXIS: A1 -8.114139, A2 -94.394972, A3 133.327716, A4 -3.864674, A5 50.704527, A6 -95.675475}
C_PTP PTP{E6AXIS: A1 -8.661320, A2 -94.331241, A3 133.233018, A4 -3.161589, A5 50.767783, A6 -96.668483}
C_PTP PTP{E6AXIS: A1 -9.201533, A2 -94.257334, A3 133.136687, A4 -2.493153, A5 50.834009, A6 -97.631620}
C_PTP PTP{E6AXIS: A1 -9.734183, A2 -94.173961, A3 133.038798, A4 -1.862568, A5 50.901979, A6 -98.562436}
C_PTP PTP{E6AXIS: A1 -10.259730, A2 -94.081647, A3 132.939250, A4 -1.266769, A5 50.971116, A6 -99.463481}
C_PTP PTP{E6AXIS: A1 -10.778574, A2 -93.980863, A3 132.837954, A4 -0.703045, A5 51.040942, A6 -100.337007}
C_PTP PTP{E6AXIS: A1 -11.291063, A2 -93.872033, A3 132.734827, A4 -0.169005, A5 51.111063, A6 -101.184990}
C_PTP PTP{E6AXIS: A1 -11.797505, A2 -93.755541, A3 132.629797, A4 0.337472, A5 51.181147, A6 -102.009181}
C_PTP PTP{E6AXIS: A1 -12.298169, A2 -93.631739, A3 132.522799, A4 0.818278, A5 51.250919, A6 -102.811134}
C_PTP PTP{E6AXIS: A1 -12.793293, A2 -93.500952, A3 132.413772, A4 1.275107, A5 51.320148, A6 -103.592238}
C_PTP PTP{E6AXIS: A1 -13.283090, A2 -93.363477, A3 132.302663, A4 1.709490, A5 51.388644, A6 -104.353741}
C_PTP PTP{E6AXIS: A1 -13.767751, A2 -93.219593, A3 132.189421, A4 2.122810, A5 51.456247, A6 -105.096766}
C_PTP PTP{E6AXIS: A1 -14.247448, A2 -93.069558, A3 132.074001, A4 2.516328, A5 51.522827, A6 -105.822332}
C_PTP PTP{E6AXIS: A1 -14.722335, A2 -92.913613, A3 131.956361, A4 2.891193, A5 51.588279, A6 -106.531365}
C_PTP PTP{E6AXIS: A1 -15.192553, A2 -92.751986, A3 131.836463, A4 3.248460, A5 51.652518, A6 -107.224709}
C_PTP PTP{E6AXIS: A1 -15.658231, A2 -92.584890, A3 131.714268, A4 3.589101, A5 51.715478, A6 -107.903138}
C_PTP PTP{E6AXIS: A1 -16.119487, A2 -92.412526, A3 131.589746, A4 3.914011, A5 51.777108, A6 -108.567361}
C_PTP PTP{E6AXIS: A1 -16.576428, A2 -92.235086, A3 131.462863, A4 4.224022, A5 51.837375, A6 -109.218034}
C_PTP PTP{E6AXIS: A1 -17.029156, A2 -92.052750, A3 131.333592, A4 4.519907, A5 51.896254, A6 -109.855762}
C_PTP PTP{E6AXIS: A1 -17.477762, A2 -91.865689, A3 131.201904, A4 4.802386, A5 51.953736, A6 -110.481106}
C_PTP PTP{E6AXIS: A1 -17.922333, A2 -91.674067, A3 131.067774, A4 5.072131, A5 52.009820, A6 -111.094589}
C_PTP PTP{E6AXIS: A1 -18.362950, A2 -91.478040, A3 130.931179, A4 5.329774, A5 52.064513, A6 -111.696695}
C_PTP PTP{E6AXIS: A1 -18.799688, A2 -91.277755, A3 130.792096, A4 5.575907, A5 52.117833, A6 -112.287880}
C_PTP PTP{E6AXIS: A1 -19.232619, A2 -91.073354, A3 130.650503, A4 5.811089, A5 52.169804, A6 -112.868570}
C_PTP PTP{E6AXIS: A1 -19.661810, A2 -90.864973, A3 130.506381, A4 6.035846, A5 52.220457, A6 -113.439164}
C_PTP PTP{E6AXIS: A1 -20.087324, A2 -90.652740, A3 130.359712, A4 6.250676, A5 52.269830, A6 -114.000038}
C_PTP PTP{E6AXIS: A1 -20.509222, A2 -90.436781, A3 130.210476, A4 6.456052, A5 52.317965, A6 -114.551547}
C_PTP PTP{E6AXIS: A1 -20.927562, A2 -90.217212, A3 130.058659, A4 6.652422, A5 52.364911, A6 -115.094025}
C_PTP PTP{E6AXIS: A1 -21.342399, A2 -89.994149, A3 129.904242, A4 6.840210, A5 52.410721, A6 -115.627790}
C_PTP PTP{E6AXIS: A1 -21.753784, A2 -89.767700, A3 129.747213, A4 7.019824, A5 52.455453, A6 -116.153143}
C_PTP PTP{E6AXIS: A1 -22.161769, A2 -89.537969, A3 129.587555, A4 7.191650, A5 52.499167, A6 -116.670369}
C_PTP PTP{E6AXIS: A1 -22.566402, A2 -89.305056, A3 129.425257, A4 7.356057, A5 52.541929, A6 -117.179741}
C_PTP PTP{E6AXIS: A1 -22.967731, A2 -89.069057, A3 129.260304, A4 7.513400, A5 52.583807, A6 -117.681517}
C_PTP PTP{E6AXIS: A1 -23.365799, A2 -88.830064, A3 129.092685, A4 7.664015, A5 52.624874, A6 -118.175945}
C_PTP PTP{E6AXIS: A1 -23.760652, A2 -88.588165, A3 128.922388, A4 7.808230, A5 52.665203, A6 -118.663262}
C_PTP PTP{E6AXIS: A1 -24.152332, A2 -88.343444, A3 128.749401, A4 7.946353, A5 52.704871, A6 -119.143695}
C_PTP PTP{E6AXIS: A1 -24.540879, A2 -88.095982, A3 128.573715, A4 8.078686, A5 52.743959, A6 -119.617460}
C_PTP PTP{E6AXIS: A1 -24.926335, A2 -87.845856, A3 128.395317, A4 8.205515, A5 52.782547, A6 -120.084768}
C_PTP PTP{E6AXIS: A1 -25.308737, A2 -87.593140, A3 128.214200, A4 8.327119, A5 52.820721, A6 -120.545818}
C_PTP PTP{E6AXIS: A1 -25.688125, A2 -87.337905, A3 128.030352, A4 8.443763, A5 52.858565, A6 -121.000803}
C_PTP PTP{E6AXIS: A1 -26.064535, A2 -87.080217, A3 127.843765, A4 8.555706, A5 52.896168, A6 -121.449910}
C_PTP PTP{E6AXIS: A1 -26.438005, A2 -86.820142, A3 127.654429, A4 8.663196, A5 52.933619, A6 -121.893318}
C_PTP PTP{E6AXIS: A1 -26.808568, A2 -86.557740, A3 127.462337, A4 8.766473, A5 52.971008, A6 -122.331200}
C_PTP PTP{E6AXIS: A1 -27.176262, A2 -86.293070, A3 127.267479, A4 8.865768, A5 53.008427, A6 -122.763725}
C_PTP PTP{E6AXIS: A1 -27.541118, A2 -86.026187, A3 127.069847, A4 8.961306, A5 53.045971, A6 -123.191053}
C_PTP PTP{E6AXIS: A1 -27.903173, A2 -85.757144, A3 126.869433, A4 9.053303, A5 53.083733, A6 -123.613341}
C_PTP PTP{E6AXIS: A1 -28.262457, A2 -85.485992, A3 126.666229, A4 9.141970, A5 53.121809, A6 -124.030742}
C_PTP PTP{E6AXIS: A1 -28.619004, A2 -85.212776, A3 126.460227, A4 9.227508, A5 53.160296, A6 -124.443402}
C_PTP PTP{E6AXIS: A1 -28.972845, A2 -84.937543, A3 126.251420, A4 9.310116, A5 53.199291, A6 -124.851465}
C_PTP PTP{E6AXIS: A1 -29.324012, A2 -84.660334, A3 126.039799, A4 9.389983, A5 53.238893, A6 -125.255068}
C_PTP PTP{E6AXIS: A1 -29.672536, A2 -84.381189, A3 125.825356, A4 9.467294, A5 53.279200, A6 -125.654346}
C_PTP PTP{E6AXIS: A1 -30.018446, A2 -84.100145, A3 125.608084, A4 9.542227, A5 53.320312, A6 -126.049428}
C_PTP PTP{E6AXIS: A1 -30.361774, A2 -83.817236, A3 125.387976, A4 9.614957, A5 53.362330, A6 -126.440443}
C_PTP PTP{E6AXIS: A1 -30.702547, A2 -83.532496, A3 125.165023, A4 9.685652, A5 53.405354, A6 -126.827513}
C_PTP PTP{E6AXIS: A1 -31.040795, A2 -83.245954, A3 124.939217, A4 9.754474, A5 53.449487, A6 -127.210756}
C_PTP PTP{E6AXIS: A1 -31.376548, A2 -82.957639, A3 124.710550, A4 9.821582, A5 53.494828, A6 -127.590290}
C_PTP PTP{E6AXIS: A1 -31.709832, A2 -82.667575, A3 124.479015, A4 9.887129, A5 53.541482, A6 -127.966227}
C_PTP PTP{E6AXIS: A1 -32.040675, A2 -82.375786, A3 124.244603, A4 9.951264, A5 53.589549, A6 -128.338677}
C_PTP PTP{E6AXIS: A1 -32.369106, A2 -82.082295, A3 124.007305, A4 10.014130, A5 53.639134, A6 -128.707745}
C_PTP PTP{E6AXIS: A1 -32.695150, A2 -81.787119, A3 123.767114, A4 10.075868, A5 53.690338, A6 -129.073536}
C_PTP PTP{E6AXIS: A1 -33.018835, A2 -81.490276, A3 123.524019, A4 10.136613, A5 53.743266, A6 -129.436149}
C_PTP PTP{E6AXIS: A1 -33.340186, A2 -81.191781, A3 123.278013, A4 10.196496, A5 53.798021, A6 -129.795681}
C_PTP PTP{E6AXIS: A1 -33.659230, A2 -80.891648, A3 123.029087, A4 10.255644, A5 53.854706, A6 -130.152228}
C_PTP PTP{E6AXIS: A1 -33.975992, A2 -80.589888, A3 122.777229, A4 10.314179, A5 53.913425, A6 -130.505879}
C_PTP PTP{E6AXIS: A1 -34.290496, A2 -80.286510, A3 122.522432, A4 10.372222, A5 53.974282, A6 -130.856725}
C_PTP PTP{E6AXIS: A1 -34.602769, A2 -79.981521, A3 122.264684, A4 10.429886, A5 54.037380, A6 -131.204850}
C_PTP PTP{E6AXIS: A1 -34.912834, A2 -79.674928, A3 122.003976, A4 10.487284, A5 54.102823, A6 -131.550337}
C_PTP PTP{E6AXIS: A1 -35.220715, A2 -79.366733, A3 121.740296, A4 10.544522, A5 54.170716, A6 -131.893266}
C_PTP PTP{E6AXIS: A1 -35.526435, A2 -79.056940, A3 121.473635, A4 10.601704, A5 54.241161, A6 -132.233714}
C_PTP PTP{E6AXIS: A1 -35.830019, A2 -78.745548, A3 121.203980, A4 10.658930, A5 54.314262, A6 -132.571757}
C_PTP PTP{E6AXIS: A1 -36.131489, A2 -78.432556, A3 120.931320, A4 10.716296, A5 54.390123, A6 -132.907464}
C_PTP PTP{E6AXIS: A1 -36.430868, A2 -78.117961, A3 120.655642, A4 10.773895, A5 54.468847, A6 -133.240905}
C_PTP PTP{E6AXIS: A1 -36.728178, A2 -77.801758, A3 120.376934, A4 10.831817, A5 54.550537, A6 -133.572146}
C_PTP PTP{E6AXIS: A1 -37.023441, A2 -77.483941, A3 120.095184, A4 10.890146, A5 54.635297, A6 -133.901251}
C_PTP PTP{E6AXIS: A1 -37.316679, A2 -77.164502, A3 119.810378, A4 10.948965, A5 54.723228, A6 -134.228278}
C_PTP PTP{E6AXIS: A1 -37.607912, A2 -76.843431, A3 119.522502, A4 11.008352, A5 54.814433, A6 -134.553286}
C_PTP PTP{E6AXIS: A1 -37.897162, A2 -76.520718, A3 119.231541, A4 11.068382, A5 54.909015, A6 -134.876330}
C_PTP PTP{E6AXIS: A1 -38.184449, A2 -76.196349, A3 118.937482, A4 11.129127, A5 55.007075, A6 -135.197461}
C_PTP PTP{E6AXIS: A1 -38.469793, A2 -75.870312, A3 118.640308, A4 11.190656, A5 55.108714, A6 -135.516729}
C_PTP PTP{E6AXIS: A1 -38.744675, A2 -75.552515, A3 118.349132, A4 11.199459, A5 55.167141, A6 -135.795110}
C_PTP PTP{E6AXIS: A1 11.527332, A2 -72.624185, A3 132.846696, A4 -75.423789, A5 87.572629, A6 -29.147046}
C_PTP PTP{E6AXIS: A1 10.873566, A2 -76.893735, A3 132.506985, A4 -70.169457, A5 80.032487, A6 -34.272954}
C_PTP PTP{E6AXIS: A1 8.195173, A2 -83.068024, A3 131.794012, A4 -54.500475, A5 64.179517, A6 -46.497161}
C_PTP PTP{E6AXIS: A1 6.562733, A2 -85.147878, A3 131.465650, A4 -46.972187, A5 59.344056, A6 -52.901679}
C_PTP PTP{E6AXIS: A1 5.200658, A2 -86.457255, A3 131.219116, A4 -41.182254, A5 56.496151, A6 -57.996474}
C_PTP PTP{E6AXIS: A1 3.992647, A2 -87.386176, A3 131.014913, A4 -36.352251, A5 54.603419, A6 -62.349879}
C_PTP PTP{E6AXIS: A1 2.887619, A2 -88.082708, A3 130.836902, A4 -32.161804, A5 53.273798, A6 -66.199689}
C_PTP PTP{E6AXIS: A1 1.858983, A2 -88.619481, A3 130.676862, A4 -28.447335, A5 52.315435, A6 -69.668571}
C_PTP PTP{E6AXIS: A1 0.891560, A2 -89.037981, A3 130.530030, A4 -25.115107, A5 51.619414, A6 -72.827349}
C_PTP PTP{E6AXIS: A1 -0.023886, A2 -89.364600, A3 130.393391, A4 -22.106862, A5 51.117103, A6 -75.720367}
C_PTP PTP{E6AXIS: A1 -0.893275, A2 -89.617560, A3 130.264900, A4 -19.383853, A5 50.761724, A6 -78.377387}
C_PTP PTP{E6AXIS: A1 -1.720577, A2 -89.810261, A3 130.143094, A4 -16.918674, A5 50.519426, A6 -80.819719}
C_PTP PTP{E6AXIS: A1 -2.508582, A2 -89.953060, A3 130.026886, A4 -14.690791, A5 50.364570, A6 -83.063566}
C_PTP PTP{E6AXIS: A1 -3.259343, A2 -90.054269, A3 129.915442, A4 -12.684006, A5 50.277074, A6 -85.121924}
C_PTP PTP{E6AXIS: A1 -3.974441, A2 -90.120756, A3 129.808112, A4 -10.884979, A5 50.240819, A6 -87.005671}
C_PTP PTP{E6AXIS: A1 -4.655150, A2 -90.158320, A3 129.704382, A4 -9.282350, A5 50.242652, A6 -88.724207}
C_PTP PTP{E6AXIS: A1 -5.302536, A2 -90.171937, A3 129.603849, A4 -7.866217, A5 50.271720, A6 -90.285829}
C_PTP PTP{E6AXIS: A1 -5.917523, A2 -90.165922, A3 129.506202, A4 -6.627820, A5 50.319014, A6 -91.697943}
C_PTP PTP{E6AXIS: A1 -6.500931, A2 -90.144052, A3 129.411205, A4 -5.559347, A5 50.377038, A6 -92.967196}
C_PTP PTP{E6AXIS: A1 -7.053502, A2 -90.109646, A3 129.318690, A4 -4.653820, A5 50.439565, A6 -94.099555}
C_PTP PTP{E6AXIS: A1 -7.579706, A2 -90.065273, A3 129.227885, A4 -3.880853, A5 50.503217, A6 -95.119518}
C_PTP PTP{E6AXIS: A1 -8.091813, A2 -90.011732, A3 129.136690, A4 -3.175230, A5 50.569401, A6 -96.081321}
C_PTP PTP{E6AXIS: A1 -8.597583, A2 -89.948936, A3 129.043803, A4 -2.504230, A5 50.639166, A6 -97.013738}
C_PTP PTP{E6AXIS: A1 -9.096464, A2 -89.877519, A3 128.949305, A4 -1.871083, A5 50.711292, A6 -97.914320}
C_PTP PTP{E6AXIS: A1 -9.588887, A2 -89.797955, A3 128.853108, A4 -1.272723, A5 50.785175, A6 -98.785588}
C_PTP PTP{E6AXIS: A1 -10.075231, A2 -89.710670, A3 128.755128, A4 -0.706440, A5 50.860317, A6 -99.629769}
C_PTP PTP{E6AXIS: A1 -10.555825, A2 -89.616044, A3 128.655295, A4 -0.169843, A5 50.936298, A6 -100.448821}
C_PTP PTP{E6AXIS: A1 -11.030957, A2 -89.514424, A3 128.553542, A4 0.339189, A5 51.012768, A6 -101.244476}
C_PTP PTP{E6AXIS: A1 -11.500882, A2 -89.406124, A3 128.449813, A4 0.822545, A5 51.089430, A6 -102.018277}
C_PTP PTP{E6AXIS: A1 -11.965826, A2 -89.291434, A3 128.344052, A4 1.281922, A5 51.166034, A6 -102.771601}
C_PTP PTP{E6AXIS: A1 -12.425989, A2 -89.170621, A3 128.236213, A4 1.718849, A5 51.242370, A6 -103.505686}
C_PTP PTP{E6AXIS: A1 -12.881551, A2 -89.043931, A3 128.126250, A4 2.134709, A5 51.318261, A6 -104.221650}
C_PTP PTP{E6AXIS: A1 -13.332675, A2 -88.911595, A3 128.014122, A4 2.530762, A5 51.393560, A6 -104.920506}
C_PTP PTP{E6AXIS: A1 -13.779506, A2 -88.773825, A3 127.899793, A4 2.908158, A5 51.468144, A6 -105.603175}
C_PTP PTP{E6AXIS: A1 -14.222178, A2 -88.630824, A3 127.783227, A4 3.267951, A5 51.541911, A6 -106.270497}
C_PTP PTP{E6AXIS: A1 -14.660811, A2 -88.482778, A3 127.664391, A4 3.611113, A5 51.614779, A6 -106.923243}
C_PTP PTP{E6AXIS: A1 -15.095516, A2 -88.329866, A3 127.543257, A4 3.938540, A5 51.686682, A6 -107.562122}
C_PTP PTP{E6AXIS: A1 -15.526394, A2 -88.172254, A3 127.419795, A4 4.251061, A5 51.757569, A6 -108.187788}
C_PTP PTP{E6AXIS: A1 -15.953541, A2 -88.010101, A3 127.293980, A4 4.549451, A5 51.827401, A6 -108.800845}
C_PTP PTP{E6AXIS: A1 -16.377042, A2 -87.843558, A3 127.165786, A4 4.834428, A5 51.896153, A6 -109.401854}
C_PTP PTP{E6AXIS: A1 -16.796978, A2 -87.672765, A3 127.035191, A4 5.106666, A5 51.963809, A6 -109.991337}
C_PTP PTP{E6AXIS: A1 -17.213425, A2 -87.497859, A3 126.902172, A4 5.366796, A5 52.030362, A6 -110.569780}
C_PTP PTP{E6AXIS: A1 -17.626453, A2 -87.318969, A3 126.766710, A4 5.615409, A5 52.095815, A6 -111.137639}
C_PTP PTP{E6AXIS: A1 -18.036128, A2 -87.136216, A3 126.628785, A4 5.853065, A5 52.160177, A6 -111.695338}
C_PTP PTP{E6AXIS: A1 -18.442512, A2 -86.949719, A3 126.488378, A4 6.080289, A5 52.223465, A6 -112.243279}
C_PTP PTP{E6AXIS: A1 -18.845665, A2 -86.759589, A3 126.345473, A4 6.297580, A5 52.285703, A6 -112.781839}
C_PTP PTP{E6AXIS: A1 -19.245641, A2 -86.565933, A3 126.200051, A4 6.505411, A5 52.346921, A6 -113.311372}
C_PTP PTP{E6AXIS: A1 -19.642493, A2 -86.368852, A3 126.052098, A4 6.704228, A5 52.407152, A6 -113.832215}
C_PTP PTP{E6AXIS: A1 -20.036272, A2 -86.168446, A3 125.901599, A4 6.894459, A5 52.466437, A6 -114.344685}
C_PTP PTP{E6AXIS: A1 -20.427026, A2 -85.964806, A3 125.748539, A4 7.076509, A5 52.524820, A6 -114.849084}
C_PTP PTP{E6AXIS: A1 -20.814800, A2 -85.758022, A3 125.592905, A4 7.250765, A5 52.582349, A6 -115.345699}
C_PTP PTP{E6AXIS: A1 -21.199639, A2 -85.548180, A3 125.434683, A4 7.417598, A5 52.639077, A6 -115.834801}
C_PTP PTP{E6AXIS: A1 -21.581585, A2 -85.335362, A3 125.273861, A4 7.577360, A5 52.695059, A6 -116.316650}
C_PTP PTP{E6AXIS: A1 -21.960678, A2 -85.119645, A3 125.110426, A4 7.730392, A5 52.750356, A6 -116.791495}
C_PTP PTP{E6AXIS: A1 -22.336958, A2 -84.901105, A3 124.944368, A4 7.877018, A5 52.805028, A6 -117.259572}
C_PTP PTP{E6AXIS: A1 -22.710463, A2 -84.679813, A3 124.775673, A4 8.017550, A5 52.859143, A6 -117.721108}
C_PTP PTP{E6AXIS: A1 -23.081229, A2 -84.455837, A3 124.604333, A4 8.152288, A5 52.912767, A6 -118.176321}
C_PTP PTP{E6AXIS: A1 -23.449292, A2 -84.229244, A3 124.430335, A4 8.281521, A5 52.965971, A6 -118.625420}
C_PTP PTP{E6AXIS: A1 -23.814687, A2 -84.000095, A3 124.253670, A4 8.405527, A5 53.018828, A6 -119.068603}
C_PTP PTP{E6AXIS: A1 -24.177447, A2 -83.768450, A3 124.074327, A4 8.524573, A5 53.071413, A6 -119.506065}
C_PTP PTP{E6AXIS: A1 -24.537605, A2 -83.534365, A3 123.892297, A4 8.638918, A5 53.123803, A6 -119.937991}
C_PTP PTP{E6AXIS: A1 -24.895193, A2 -83.297895, A3 123.707569, A4 8.748811, A5 53.176077, A6 -120.364559}
C_PTP PTP{E6AXIS: A1 -25.250243, A2 -83.059092, A3 123.520135, A4 8.854494, A5 53.228314, A6 -120.785942}
C_PTP PTP{E6AXIS: A1 -25.602783, A2 -82.818003, A3 123.329985, A4 8.956199, A5 53.280599, A6 -121.202307}
C_PTP PTP{E6AXIS: A1 -25.952846, A2 -82.574676, A3 123.137110, A4 9.054151, A5 53.333013, A6 -121.613814}
C_PTP PTP{E6AXIS: A1 -26.300458, A2 -82.329154, A3 122.941500, A4 9.148569, A5 53.385644, A6 -122.020619}
C_PTP PTP{E6AXIS: A1 -26.645650, A2 -82.081479, A3 122.743147, A4 9.239663, A5 53.438576, A6 -122.422871}
C_PTP PTP{E6AXIS: A1 -26.988448, A2 -81.831690, A3 122.542041, A4 9.327639, A5 53.491898, A6 -122.820718}
C_PTP PTP{E6AXIS: A1 -27.328881, A2 -81.579824, A3 122.338173, A4 9.412693, A5 53.545698, A6 -123.214299}
C_PTP PTP{E6AXIS: A1 -27.666975, A2 -81.325916, A3 122.131534, A4 9.495018, A5 53.600068, A6 -123.603752}
C_PTP PTP{E6AXIS: A1 -28.002757, A2 -81.069998, A3 121.922116, A4 9.574801, A5 53.655096, A6 -123.989208}
C_PTP PTP{E6AXIS: A1 -28.336253, A2 -80.812100, A3 121.709908, A4 9.652221, A5 53.710877, A6 -124.370796}
C_PTP PTP{E6AXIS: A1 -28.667488, A2 -80.552252, A3 121.494902, A4 9.727455, A5 53.767502, A6 -124.748641}
C_PTP PTP{E6AXIS: A1 -28.996487, A2 -80.290479, A3 121.277088, A4 9.800671, A5 53.825064, A6 -125.122863}
C_PTP PTP{E6AXIS: A1 -29.323275, A2 -80.026805, A3 121.056456, A4 9.872035, A5 53.883659, A6 -125.493579}
C_PTP PTP{E6AXIS: A1 -29.647877, A2 -79.761253, A3 120.832998, A4 9.941707, A5 53.943382, A6 -125.860903}
C_PTP PTP{E6AXIS: A1 -29.970315, A2 -79.493844, A3 120.606703, A4 10.009842, A5 54.004327, A6 -126.224945}
C_PTP PTP{E6AXIS: A1 -30.290615, A2 -79.224594, A3 120.377562, A4 10.076591, A5 54.066592, A6 -126.585812}
C_PTP PTP{E6AXIS: A1 -30.608798, A2 -78.953521, A3 120.145564, A4 10.142100, A5 54.130273, A6 -126.943608}
C_PTP PTP{E6AXIS: A1 -30.924889, A2 -78.680640, A3 119.910699, A4 10.206510, A5 54.195468, A6 -127.298433}
C_PTP PTP{E6AXIS: A1 -31.238908, A2 -78.405964, A3 119.672956, A4 10.269960, A5 54.262274, A6 -127.650384}
C_PTP PTP{E6AXIS: A1 -31.550879, A2 -78.129503, A3 119.432325, A4 10.332581, A5 54.330790, A6 -127.999555}
C_PTP PTP{E6AXIS: A1 -31.860822, A2 -77.851267, A3 119.188794, A4 10.394505, A5 54.401115, A6 -128.346039}
C_PTP PTP{E6AXIS: A1 -32.168761, A2 -77.571264, A3 118.942351, A4 10.455856, A5 54.473347, A6 -128.689923}
C_PTP PTP{E6AXIS: A1 -32.474715, A2 -77.289499, A3 118.692987, A4 10.516755, A5 54.547586, A6 -129.031292}
C_PTP PTP{E6AXIS: A1 -32.778705, A2 -77.005977, A3 118.440687, A4 10.577319, A5 54.623931, A6 -129.370230}
C_PTP PTP{E6AXIS: A1 -33.080752, A2 -76.720700, A3 118.185440, A4 10.637663, A5 54.702483, A6 -129.706815}
C_PTP PTP{E6AXIS: A1 -33.380876, A2 -76.433670, A3 117.927234, A4 10.697896, A5 54.783341, A6 -130.041124}
C_PTP PTP{E6AXIS: A1 -33.679097, A2 -76.144886, A3 117.666055, A4 10.758125, A5 54.866605, A6 -130.373231}
C_PTP PTP{E6AXIS: A1 -33.975434, A2 -75.854345, A3 117.401889, A4 10.818450, A5 54.952377, A6 -130.703208}
C_PTP PTP{E6AXIS: A1 -34.269907, A2 -75.562044, A3 117.134724, A4 10.878973, A5 55.040757, A6 -131.031122}
C_PTP PTP{E6AXIS: A1 -34.562535, A2 -75.267978, A3 116.864544, A4 10.939787, A5 55.131844, A6 -131.357038}
C_PTP PTP{E6AXIS: A1 -34.853335, A2 -74.972140, A3 116.591335, A4 11.000985, A5 55.225740, A6 -131.681019}
C_PTP PTP{E6AXIS: A1 -35.142327, A2 -74.674522, A3 116.315082, A4 11.062655, A5 55.322546, A6 -132.003125}
C_PTP PTP{E6AXIS: A1 -35.429528, A2 -74.375115, A3 116.035769, A4 11.124881, A5 55.422362, A6 -132.323413}
C_PTP PTP{E6AXIS: A1 -35.714955, A2 -74.073906, A3 115.753381, A4 11.187745, A5 55.525288, A6 -132.641936}
C_PTP PTP{E6AXIS: A1 -35.998627, A2 -73.770885, A3 115.467900, A4 11.251325, A5 55.631426, A6 -132.958745}
C_PTP PTP{E6AXIS: A1 -36.280561, A2 -73.466037, A3 115.179311, A4 11.315695, A5 55.740875, A6 -133.273890}
C_PTP PTP{E6AXIS: A1 -36.560772, A2 -73.159347, A3 114.887595, A4 11.380925, A5 55.853736, A6 -133.587415}
C_PTP PTP{E6AXIS: A1 -36.830883, A2 -72.860147, A3 114.601697, A4 11.392111, A5 55.924342, A6 -133.860301}
C_PTP PTP{E6AXIS: A1 10.824439, A2 -69.970411, A3 128.338471, A4 -75.950110, A5 87.683308, A6 -31.034252}
C_PTP PTP{E6AXIS: A1 10.208720, A2 -73.869193, A3 128.027607, A4 -70.451722, A5 80.162579, A6 -35.794225}
C_PTP PTP{E6AXIS: A1 7.689302, A2 -79.523161, A3 127.379987, A4 -54.443482, A5 64.410671, A6 -47.499262}
C_PTP PTP{E6AXIS: A1 6.155815, A2 -81.433430, A3 127.081239, A4 -46.862329, A5 59.595161, A6 -53.693981}
C_PTP PTP{E6AXIS: A1 4.877236, A2 -82.638263, A3 126.856045, A4 -41.058699, A5 56.754290, A6 -58.633074}
C_PTP PTP{E6AXIS: A1 3.743840, A2 -83.494499, A3 126.668694, A4 -36.229912, A5 54.862793, A6 -62.857850}
